 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75
45,1074.026,364.202,1099.601,248.829,411.241,466.750,353.519,281.969,282.314,542.832,226.948,156.645,271.322,499.244,131.297,282.154,181.763,747.177,349.351,132.983,178.277,226.398,363.400,200.016,303.848,262.760,318.356,156.599,180.151,360.299,269.194,316.613,270.488,754.509,423.293,378.049,387.791,306.710,260.902,396.613,239.458,392.968,197.681,304.192,177.282,233.574,457.126,281.973,103.182,175.038,458.594,487.907,273.957,229.588,348.404,350.105,289.801,603.270,421.958,325.252,149.098,271.131,292.651,129.228,325.015,141.547,85.014,75.013,109.511,261.086,212.812,170.338,395.447,313.495,146.875
46,1434.847,384.590,981.478,270.519,278.223,411.647,210.500,260.623,345.000,551.018,222.610,142.187,163.603,356.011,264.027,175.243,194.230,498.754,312.013,228.465,194.836,166.328,367.933,172.690,210.421,224.842,315.092,163.964,155.518,241.464,193.387,308.784,260.732,633.860,375.902,520.271,449.495,159.373,90.705,381.740,267.340,279.032,323.244,237.569,153.326,250.582,267.252,390.036,166.252,235.000,413.659,429.930,257.600,262.933,403.828,425.276,363.539,777.216,365.425,155.111,208.424,260.270,300.721,161.676,250.838,103.254,176.439,89.631,89.905,358.752,165.120,107.260,310.298,252.406,94.542
47,1688.013,361.970,904.309,244.186,357.699,283.169,514.692,224.094,248.568,574.177,156.422,188.223,279.385,426.756,175.149,296.654,108.526,702.685,428.331,218.504,154.010,189.522,281.660,148.690,244.390,311.760,454.983,152.226,177.072,334.844,283.168,430.721,349.669,564.053,488.827,701.582,494.912,149.788,187.080,428.780,338.379,372.594,338.504,232.985,202.901,140.163,225.681,170.027,211.448,280.949,224.094,353.233,127.436,337.689,209.818,265.842,263.099,496.559,381.083,479.837,146.879,181.964,273.667,161.743,241.206,142.856,91.281,174.694,74.711,174.552,182.581,181.260,368.851,253.495,125.927
48,1779.274,369.298,979.107,155.884,313.307,358.235,362.221,360.912,373.638,453.363,169.357,84.831,225.460,317.117,387.770,120.140,183.104,761.085,515.929,177.578,123.697,261.801,307.693,98.556,245.628,189.778,341.948,139.774,72.241,367.365,193.516,349.973,214.000,578.380,396.511,534.434,322.429,182.471,125.170,637.327,383.020,324.142,337.385,261.731,291.287,189.723,167.000,316.945,157.049,140.576,389.167,307.434,225.721,310.950,405.970,437.059,336.035,592.171,372.475,289.993,300.871,324.708,327.194,173.397,271.816,70.448,155.446,107.242,90.011,217.657,170.308,59.714,356.330,433.158,265.594
49,1544.930,316.179,839.758,237.550,339.024,339.154,258.163,284.170,277.962,360.628,287.279,140.880,221.115,478.267,174.716,261.287,101.837,578.508,484.123,228.943,140.964,219.980,210.707,187.913,241.341,208.298,439.856,144.759,168.892,309.929,321.832,279.117,190.094,677.263,413.617,670.516,274.692,245.917,275.589,487.327,358.536,295.561,265.815,374.931,312.177,235.468,204.588,327.655,208.622,278.703,417.312,407.736,307.507,234.765,318.414,294.007,278.149,622.541,313.492,352.111,151.545,277.912,202.357,191.037,333.846,132.582,146.619,130.987,58.289,323.381,260.949,74.883,420.064,443.109,177.323
50,1497.293,361.709,968.730,178.953,477.108,516.551,466.981,272.478,491.541,549.080,170.175,111.855,132.586,499.833,214.068,188.846,144.541,774.654,514.117,215.157,143.590,268.821,321.347,113.952,197.427,255.865,288.138,178.394,173.873,311.455,291.103,281.766,258.654,625.836,361.143,654.402,428.044,217.021,207.241,308.367,357.392,327.161,179.459,291.546,233.801,258.262,246.143,168.009,146.741,276.867,457.348,431.481,311.657,273.042,476.707,365.704,326.589,394.793,326.242,286.289,261.750,312.292,496.543,132.257,240.522,152.473,125.086,46.624,172.347,142.933,247.718,120.831,389.234,323.356,248.292
51,1522.968,310.261,975.747,245.109,490.108,236.485,561.260,232.377,275.627,521.619,187.091,114.398,155.552,474.589,42.946,164.654,103.104,632.069,410.584,137.791,102.990,202.095,307.753,58.349,210.829,201.444,249.063,113.015,223.777,314.218,280.942,275.171,268.276,790.316,543.015,701.418,344.868,249.352,266.723,489.213,396.497,350.910,412.222,319.785,199.320,268.496,328.168,359.691,127.189,154.633,383.500,503.636,176.721,304.000,390.556,478.099,227.426,680.225,323.783,287.889,237.326,284.964,211.085,69.838,285.676,138.119,77.424,135.064,113.705,235.267,293.838,128.831,410.691,316.337,149.292
52,1624.248,315.373,1032.742,242.450,567.108,307.309,276.173,403.233,401.211,603.009,236.792,204.855,181.724,286.039,184.000,212.441,101.830,575.323,344.883,182.300,181.482,253.627,203.533,124.087,329.390,181.760,281.374,145.467,115.361,331.450,273.581,366.108,455.417,606.304,248.534,529.615,530.582,251.715,177.134,354.473,433.523,334.426,257.148,200.123,113.989,224.858,203.832,276.809,106.671,202.348,316.841,588.674,239.593,504.941,217.364,272.553,359.645,609.649,297.717,256.459,329.553,366.533,384.992,66.625,237.338,55.856,124.158,158.643,104.411,318.352,255.487,169.104,377.787,206.366,195.542
53,1585.733,215.015,937.966,248.791,485.819,289.353,397.683,356.862,357.546,503.018,169.136,135.048,296.523,337.850,83.095,167.125,163.652,838.369,488.416,172.470,75.241,229.821,225.820,191.460,209.079,272.567,310.638,212.577,225.934,272.280,369.568,352.541,272.165,593.953,283.947,767.361,478.264,316.964,185.723,330.280,339.588,226.852,243.630,306.177,208.127,140.504,223.924,181.945,173.608,156.203,302.022,455.426,258.107,339.605,369.162,299.697,273.426,476.387,370.075,279.778,270.265,359.920,267.209,57.875,220.787,72.264,126.353,61.248,79.300,279.905,172.675,168.013,306.021,388.446,273.208
54,1746.325,373.351,1068.242,313.419,320.289,497.463,558.135,239.503,391.427,590.000,196.091,152.813,170.816,422.133,168.865,206.007,112.756,939.862,288.416,178.765,150.246,280.990,260.760,200.317,205.122,189.690,393.943,277.949,180.627,280.616,237.471,308.225,291.764,601.825,292.955,599.246,497.231,265.870,281.705,344.027,315.091,201.839,339.267,305.908,228.503,188.922,355.353,324.882,107.210,145.930,311.558,571.240,336.429,273.218,401.051,292.046,350.567,519.784,327.650,226.007,317.258,287.978,398.287,142.412,232.434,74.552,243.496,100.420,118.674,253.448,202.291,185.870,250.000,288.020,262.688
55,1480.312,438.254,869.230,291.217,368.319,304.971,209.202,315.541,276.984,495.885,215.526,136.940,227.621,293.700,173.568,235.228,148.993,680.146,493.968,144.848,158.051,326.095,234.453,154.246,277.457,258.637,309.115,164.007,63.512,341.938,228.206,259.676,263.890,478.480,422.677,645.615,501.209,176.259,348.741,400.980,384.497,241.323,242.896,238.777,246.790,193.227,311.597,318.818,51.385,213.152,386.014,330.791,357.057,295.412,312.263,351.961,210.411,561.225,439.283,422.281,183.068,207.285,309.240,183.007,336.140,90.662,51.432,200.433,93.984,344.057,152.615,175.961,375.298,248.495,142.906
56,1285.637,298.582,1021.022,330.457,355.458,434.199,352.981,293.258,391.951,432.159,249.961,124.235,226.621,436.144,121.568,134.662,293.844,679.215,317.377,197.426,166.451,225.378,206.833,159.857,207.000,255.368,515.483,109.387,66.867,371.133,224.071,369.018,231.488,564.643,322.677,721.689,532.824,217.005,286.955,353.013,305.392,245.832,232.074,221.508,247.155,298.489,232.697,257.764,243.769,197.228,452.217,404.264,244.086,320.168,303.283,341.928,238.291,466.090,385.550,346.156,276.485,215.993,286.008,126.088,189.949,134.587,158.842,105.471,124.168,155.476,175.598,89.597,273.745,391.465,186.521
57,1309.484,306.866,1034.073,269.279,324.717,432.515,424.731,375.440,472.719,481.885,197.143,120.386,231.540,356.622,161.473,164.669,137.978,713.915,454.448,171.422,159.821,263.662,278.440,200.437,187.555,234.766,488.655,145.730,175.633,221.820,246.677,352.468,436.071,475.000,560.985,391.000,314.341,371.850,281.179,430.727,324.784,308.116,241.519,241.908,265.088,392.021,296.521,524.236,161.524,283.696,301.188,480.202,59.886,235.403,294.616,294.809,339.809,621.126,399.017,241.548,238.795,257.416,277.550,136.676,196.037,93.109,184.791,85.758,103.058,367.524,236.957,197.234,349.213,360.931,198.094
58,1376.210,388.560,1153.809,280.822,442.657,329.743,491.885,335.296,367.378,497.752,237.701,199.843,99.506,516.306,282.135,244.279,78.556,892.915,348.240,181.013,143.354,234.960,248.267,228.992,229.335,325.029,354.138,198.314,310.078,365.081,422.916,322.847,418.087,573.801,525.880,627.205,357.286,214.062,150.304,678.020,516.412,296.632,364.941,389.200,293.845,154.695,267.815,302.318,223.580,131.285,373.152,423.178,201.743,422.504,387.677,244.888,510.936,480.135,294.100,426.489,205.712,205.146,302.039,137.551,224.338,135.323,128.842,133.344,69.789,273.229,270.761,67.234,302.840,259.634,342.781
59,1758.809,363.948,1209.315,312.992,384.855,330.809,427.308,323.981,361.032,580.938,353.143,139.693,298.948,367.239,139.905,182.154,107.104,616.946,231.390,145.904,101.092,223.408,323.787,176.008,233.091,275.345,323.494,229.204,125.663,320.545,255.716,327.532,212.307,697.082,310.489,518.508,538.857,183.415,193.277,454.120,385.438,292.703,323.741,299.262,175.630,209.213,557.092,272.455,246.245,257.778,460.739,492.364,241.143,303.403,319.010,249.711,232.546,451.198,258.067,269.385,168.212,292.635,296.209,169.015,268.301,208.861,53.784,153.618,86.968,187.781,237.436,151.455,203.798,221.030,114.688
60,1556.166,473.791,914.624,348.845,275.048,435.434,469.212,313.792,468.632,449.814,149.299,143.470,275.672,440.072,211.811,213.515,164.444,883.523,454.208,220.926,182.056,403.378,260.113,87.302,243.476,236.643,312.678,134.818,185.687,311.768,210.045,279.468,361.913,429.713,387.361,578.746,543.484,189.036,284.982,382.580,260.222,368.071,344.311,256.146,207.735,145.809,249.000,282.327,135.252,263.538,399.725,469.806,171.693,365.487,394.808,276.059,219.929,601.387,347.142,246.607,200.136,217.504,378.915,113.419,269.022,126.741,126.871,93.994,144.695,293.600,129.983,108.792,323.787,235.208,189.865
61,1679.822,335.821,1261.051,256.116,435.729,488.618,249.442,228.088,333.211,546.248,243.461,160.434,207.782,446.228,95.230,237.154,125.504,558.108,447.558,173.400,176.528,332.896,360.047,91.976,290.579,216.614,358.052,194.861,94.723,291.649,278.419,288.054,406.654,488.199,405.045,612.311,628.088,255.036,267.045,436.767,339.144,322.484,265.837,285.915,216.127,291.390,320.370,470.945,136.392,182.285,361.942,598.039,201.921,288.050,311.727,368.217,349.730,849.261,341.817,336.844,257.023,377.314,463.488,72.397,174.669,106.214,118.590,126.713,106.237,391.133,326.641,158.416,283.489,276.564,282.083
62,1717.707,366.985,909.949,257.318,296.193,441.301,389.221,369.566,552.162,484.089,245.591,132.994,260.943,411.361,316.878,401.507,114.711,696.162,378.266,173.509,190.621,237.945,221.160,130.310,308.220,323.906,418.351,170.876,89.596,345.682,254.794,317.432,349.677,415.491,443.707,504.713,252.308,332.907,138.080,332.793,306.190,278.987,161.415,374.900,165.182,70.879,270.941,337.764,127.853,224.367,259.696,535.333,332.607,311.000,354.283,324.961,240.220,579.162,331.658,285.956,184.045,490.599,366.597,120.699,301.449,132.104,156.209,117.096,70.268,344.552,117.214,64.078,258.840,374.327,295.656
63,1766.809,355.246,1120.051,168.876,587.813,355.419,350.529,392.013,525.659,529.027,305.792,120.687,164.443,300.433,121.014,142.088,216.844,599.492,431.682,158.678,128.682,255.856,353.693,108.825,280.561,275.298,439.012,154.292,171.548,311.242,347.394,281.838,226.488,536.743,294.414,803.820,386.846,270.865,278.384,287.753,487.582,309.652,365.044,447.677,225.210,327.943,156.437,296.264,152.916,274.297,356.783,392.496,183.679,349.807,356.384,288.270,322.567,518.360,461.150,292.785,162.242,229.394,351.651,161.331,244.103,138.174,113.849,59.682,104.568,260.524,283.530,117.052,228.702,269.554,109.365
64,1432.561,359.194,873.281,233.202,419.199,320.176,273.212,306.151,417.032,315.159,213.208,128.952,210.448,516.367,138.797,231.846,213.993,798.385,494.760,202.970,156.713,262.413,219.173,80.659,267.616,225.947,327.264,100.015,168.831,255.014,232.245,495.009,328.268,618.912,325.887,664.984,486.934,357.389,337.196,444.827,288.725,285.671,206.919,175.338,197.884,229.113,310.874,316.536,140.049,139.658,259.855,488.403,301.836,330.832,359.444,369.336,446.681,457.982,269.417,362.037,183.765,228.956,403.566,125.426,126.551,133.632,165.511,49.401,175.563,277.657,378.111,176.493,264.447,365.723,124.052
65,1370.592,420.702,1231.966,333.884,420.018,374.221,453.654,272.987,289.346,424.239,199.838,191.886,269.247,317.317,188.392,74.581,169.378,546.862,621.734,189.861,209.385,282.741,216.773,187.675,238.567,321.591,245.621,274.927,129.801,371.749,311.335,381.459,335.236,656.719,395.895,729.115,495.000,230.073,165.491,489.373,483.157,375.174,315.363,344.992,332.442,222.234,287.185,334.982,99.210,185.924,286.891,395.411,257.671,387.244,318.101,454.349,360.596,538.162,408.483,278.400,172.992,342.883,419.016,180.566,277.574,103.114,134.468,101.331,34.500,179.476,190.009,82.597,435.457,187.931,172.240
66,1513.274,331.246,1161.680,267.488,421.277,396.000,367.144,316.403,471.541,559.982,202.383,133.036,168.345,378.089,237.432,209.684,173.674,730.285,352.760,197.213,238.779,254.647,309.873,114.310,190.530,197.561,287.397,246.920,213.247,333.223,288.645,316.045,244.535,681.614,430.444,601.213,634.495,176.342,163.670,412.607,288.778,229.013,261.593,324.315,218.227,171.589,237.101,310.436,122.469,151.892,284.543,464.845,249.629,346.437,199.414,254.197,447.546,345.225,349.650,474.681,221.970,212.533,321.907,203.963,150.728,139.423,153.683,101.000,127.005,348.962,163.308,46.195,378.521,367.861,128.656
67,1535.522,394.933,1019.562,217.318,465.880,412.235,246.548,317.855,418.032,350.451,242.000,118.343,233.787,579.083,229.243,287.051,213.733,744.585,473.078,228.030,148.169,195.692,280.687,162.333,330.177,246.070,319.385,161.650,227.325,215.517,176.381,344.288,263.504,623.444,460.534,501.090,508.791,355.036,207.268,373.527,293.281,312.097,268.667,204.546,210.309,253.546,254.387,301.600,205.832,217.146,378.812,245.473,287.857,392.025,253.162,366.072,204.475,549.279,489.167,276.733,219.568,226.985,335.364,170.221,304.721,164.338,223.763,139.465,43.800,235.590,147.812,49.364,160.819,532.247,143.135
68,1807.669,365.716,941.433,314.178,353.319,380.331,388.510,266.384,353.886,476.142,269.916,198.795,272.713,305.256,311.851,210.147,124.570,724.338,392.532,271.930,146.467,408.592,256.747,123.722,357.902,339.684,332.862,224.438,234.470,257.773,221.923,458.991,388.866,443.287,450.075,815.934,606.407,208.440,119.964,357.033,450.719,240.084,244.296,340.031,231.238,218.454,364.084,343.673,170.741,174.785,375.152,578.783,211.536,401.807,339.273,270.382,381.092,567.189,456.517,331.230,128.182,249.453,363.163,180.125,248.574,93.478,159.460,94.032,119.153,211.581,342.530,149.403,302.755,293.832,150.292
69,1721.325,383.433,1038.663,313.806,499.506,519.897,335.827,256.937,322.914,531.664,288.136,94.229,247.437,607.939,308.932,210.037,82.111,738.877,378.299,181.630,109.785,159.602,220.133,234.659,301.183,432.099,400.310,133.818,201.066,375.621,286.535,540.631,255.748,632.936,541.353,625.189,512.374,235.036,198.893,630.567,254.497,255.529,455.407,459.354,137.801,253.816,293.059,246.482,192.671,210.892,436.710,511.264,271.829,375.437,462.556,269.184,454.291,659.378,391.700,329.941,201.189,333.270,407.264,143.118,325.074,143.070,87.424,94.720,145.921,263.010,179.744,25.701,279.149,543.762,164.625
70,1805.745,459.657,1180.444,235.953,518.675,625.022,386.356,396.145,332.611,416.540,214.675,144.584,196.954,426.728,345.770,204.199,228.044,632.754,489.149,167.170,279.779,273.284,181.440,119.127,323.579,262.158,202.339,176.905,217.488,341.014,285.845,485.658,249.449,500.971,504.669,486.082,392.791,253.010,173.991,638.067,389.974,405.561,298.978,221.031,307.873,194.709,167.975,318.673,252.119,247.158,211.181,525.031,240.086,227.882,410.131,291.993,330.326,598.333,399.375,299.815,100.492,350.971,339.605,110.993,251.559,127.667,75.216,100.280,131.700,342.562,154.752,63.714,230.777,289.693,259.990
71,1478.242,431.858,978.185,384.822,433.753,383.074,553.981,371.013,516.665,476.372,243.162,138.837,244.874,407.228,281.365,140.037,201.563,682.769,306.331,192.796,148.200,263.139,369.507,55.683,273.073,305.404,371.339,190.861,173.367,331.782,192.658,255.270,284.913,641.135,372.511,792.057,352.879,193.363,150.929,559.180,409.157,416.097,250.356,184.600,181.155,301.390,282.345,347.845,120.818,264.665,364.087,460.310,288.521,486.160,155.505,302.572,436.596,784.243,336.025,382.504,236.015,289.825,255.977,176.956,158.904,82.363,146.842,135.554,121.121,240.590,292.530,96.935,498.787,215.228,203.625
72,1770.809,516.507,912.517,160.992,528.771,468.985,450.423,373.270,515.676,391.611,177.117,165.735,266.178,356.867,288.203,323.368,215.681,649.254,310.493,228.548,170.005,316.602,256.113,215.587,278.683,318.813,333.161,80.679,176.596,318.716,202.677,368.703,255.008,384.825,387.940,520.115,301.604,205.637,219.571,580.593,267.399,292.948,197.244,230.200,188.685,118.660,242.933,345.273,120.748,152.861,239.833,447.085,332.286,295.706,87.818,306.776,357.227,398.414,412.792,343.363,185.606,291.474,225.202,99.993,221.618,79.920,176.345,80.879,68.163,259.819,222.752,169.416,304.213,316.871,149.781
73,1394.006,446.403,892.214,240.930,379.163,295.860,361.856,418.786,465.178,297.991,181.435,226.163,246.793,455.933,60.811,115.529,253.148,654.508,416.974,128.187,201.015,201.612,249.633,161.341,298.061,371.076,474.937,171.847,198.693,291.635,182.265,346.225,372.488,575.164,339.353,574.459,359.341,222.425,145.598,272.800,349.693,259.039,238.319,363.362,180.227,316.929,241.454,352.318,119.580,276.899,332.717,426.209,236.214,235.748,355.414,273.164,258.227,431.459,222.383,229.541,208.439,356.387,369.147,128.412,261.051,155.144,219.806,148.013,58.316,324.467,264.564,150.532,290.021,222.693,236.167
74,1542.051,414.679,978.253,251.295,364.813,505.382,521.721,322.761,310.914,321.363,118.584,121.867,291.552,522.011,214.459,240.846,208.459,1027.323,410.825,156.904,155.133,236.930,264.433,154.960,286.732,317.094,373.483,183.277,137.277,258.995,388.852,404.577,289.567,561.942,361.406,547.516,287.747,363.010,148.955,488.827,348.052,272.116,244.481,199.869,253.436,244.092,188.361,343.391,227.636,132.500,447.080,340.891,204.300,246.983,365.737,264.046,301.071,493.000,518.400,262.585,184.985,307.971,288.984,102.081,359.684,109.090,109.417,84.070,116.479,261.781,305.188,108.234,171.947,236.218,125.917
